TIME,ACTUAL_MW,DAM_MW,2DA_MW,TEMP_F
2021-03-20 00:00:00,255.0,250.29,249.82,50.0
2021-03-20 01:00:00,248.0,240.09,239.51,48.02
2021-03-20 02:00:00,243.0,233.52,232.88,44.06
2021-03-20 03:00:00,242.0,231.43,230.74,42.08
2021-03-20 04:00:00,245.0,233.31,232.54,42.08
2021-03-20 05:00:00,253.0,239.19,238.41,42.980000000000004
2021-03-20 06:00:00,263.0,247.39,246.54,42.08
2021-03-20 07:00:00,266.0,250.64,249.85,41.0
2021-03-20 08:00:00,263.0,253.64,253.07,42.980000000000004
2021-03-20 09:00:00,253.0,254.1,253.8,48.92
2021-03-20 10:00:00,243.0,253.99,254.0,51.98
2021-03-20 11:00:00,237.0,253.62,253.79,53.96
2021-03-20 12:00:00,229.0,252.8,253.26,55.94
2021-03-20 13:00:00,224.0,252.28,253.13,57.92
2021-03-20 14:00:00,222.0,252.41,253.44,60.08
2021-03-20 15:00:00,224.0,254.25,255.22,60.980000000000004
2021-03-20 16:00:00,230.0,258.98,259.98,60.980000000000004
2021-03-20 17:00:00,241.0,264.08,264.84,60.980000000000004
2021-03-20 18:00:00,256.0,264.02,264.37,59.0
2021-03-20 19:00:00,270.0,273.09,273.26,55.94
2021-03-20 20:00:00,273.0,275.32,275.52,51.08
2021-03-20 21:00:00,270.0,267.3,267.35,48.02
2021-03-20 22:00:00,259.0,256.69,256.64,48.92
2021-03-20 23:00:00,247.0,245.62,245.56,48.92
2021-03-21 00:00:00,236.0,234.87,234.41,46.04
2021-03-21 01:00:00,229.0,226.12,225.58,44.06
2021-03-21 02:00:00,226.0,220.78,220.16,42.980000000000004
2021-03-21 03:00:00,226.0,218.74,218.09,41.0
2021-03-21 04:00:00,227.0,219.87,219.17,37.94
2021-03-21 05:00:00,231.0,223.24,222.5,37.04
2021-03-21 06:00:00,238.0,227.82,227.16,37.94
2021-03-21 07:00:00,239.0,227.31,226.63,37.94
2021-03-21 08:00:00,234.0,228.67,228.08,42.08
2021-03-21 09:00:00,226.0,227.99,227.61,46.94
2021-03-21 10:00:00,220.0,227.58,227.35,50.0
2021-03-21 11:00:00,214.0,227.99,227.85,53.96
2021-03-21 12:00:00,209.0,228.98,229.1,57.92
2021-03-21 13:00:00,205.0,230.01,230.45,60.08
2021-03-21 14:00:00,205.0,231.8,232.38,62.959999999999994
2021-03-21 15:00:00,209.0,237.25,237.06,64.04
2021-03-21 16:00:00,219.0,246.95,246.64,66.02
2021-03-21 17:00:00,235.0,259.93,259.51,66.02
2021-03-21 18:00:00,251.0,264.55,264.58,64.94
2021-03-21 19:00:00,269.0,275.94,273.77,59.0
2021-03-21 20:00:00,276.0,279.44,278.71,59.0
2021-03-21 21:00:00,270.0,271.34,271.28,51.98
2021-03-21 22:00:00,259.0,259.6,259.48,48.92
2021-03-21 23:00:00,251.0,247.47,247.37,46.94
2021-03-22 00:00:00,244.0,235.81,235.61,46.94
2021-03-22 01:00:00,240.0,229.17,228.88,42.980000000000004
2021-03-22 02:00:00,239.0,225.26,224.95,41.0
2021-03-22 03:00:00,241.0,226.27,225.94,37.94
2021-03-22 04:00:00,252.0,233.41,233.07,37.94
2021-03-22 05:00:00,271.0,249.58,249.21,39.02
2021-03-22 06:00:00,295.0,275.94,275.49,39.02
2021-03-22 07:00:00,311.0,291.64,291.17,37.04
2021-03-22 08:00:00,309.0,293.81,293.44,39.02
2021-03-22 09:00:00,297.0,291.63,291.48,46.04
2021-03-22 10:00:00,289.0,292.02,292.1,51.98
2021-03-22 11:00:00,285.0,293.61,293.84,55.94
2021-03-22 12:00:00,289.0,296.34,296.68,59.0
2021-03-22 13:00:00,280.0,300.16,300.59,60.980000000000004
2021-03-22 14:00:00,277.0,302.43,302.91,64.04
2021-03-22 15:00:00,276.0,302.6,303.09,64.04
2021-03-22 16:00:00,272.0,305.12,305.55,64.04
2021-03-22 17:00:00,281.0,308.08,308.43,64.94
2021-03-22 18:00:00,293.0,306.17,306.29,62.959999999999994
2021-03-22 19:00:00,306.0,314.73,314.72,60.08
2021-03-22 20:00:00,309.0,316.63,316.52,57.02
2021-03-22 21:00:00,300.0,305.61,305.35,55.94
2021-03-22 22:00:00,283.0,289.13,288.86,53.06
2021-03-22 23:00:00,270.0,273.21,273.18,51.98
2021-03-26 00:00:00,243.0,260.2,260.01,46.04
2021-03-26 01:00:00,237.0,251.66,251.4,44.96
2021-03-26 02:00:00,234.0,246.21,245.93,42.980000000000004
2021-03-26 03:00:00,237.0,245.71,245.4,42.980000000000004
2021-03-26 04:00:00,244.0,251.4,251.1,44.96
2021-03-26 05:00:00,257.0,265.19,264.89,44.06
2021-03-26 06:00:00,265.0,287.36,287.01,42.980000000000004
2021-03-26 07:00:00,278.0,299.3,298.91,41.0
2021-03-26 08:00:00,300.0,298.72,298.36,41.0
2021-03-26 09:00:00,293.0,293.66,293.31,48.02
2021-03-26 10:00:00,285.0,290.97,290.65,53.06
2021-03-26 11:00:00,279.0,289.85,289.2,57.02
2021-03-26 12:00:00,275.0,288.81,288.26,60.980000000000004
2021-03-26 13:00:00,273.0,289.92,288.59,64.94
2021-03-26 14:00:00,271.0,293.3,290.04,66.92
2021-03-26 15:00:00,269.0,294.69,291.57,69.08
2021-03-26 16:00:00,273.0,298.06,295.46,71.06
2021-03-26 17:00:00,281.0,303.51,300.17,71.06
2021-03-26 18:00:00,289.0,303.59,302.7,71.06
2021-03-26 19:00:00,296.0,308.31,307.36,66.92
2021-03-26 20:00:00,296.0,305.06,303.84,60.08
2021-03-26 21:00:00,287.0,293.05,292.83,57.02
2021-03-26 22:00:00,273.0,279.89,279.4,50.0
2021-03-26 23:00:00,260.0,265.39,265.07,48.02
2021-03-27 00:00:00,248.0,249.11,248.37,46.04
2021-03-27 01:00:00,239.0,238.69,237.78,39.92
2021-03-27 02:00:00,234.0,231.88,230.9,42.980000000000004
2021-03-27 03:00:00,234.0,229.31,228.3,39.02
2021-03-27 04:00:00,239.0,230.84,229.81,44.96
2021-03-27 05:00:00,246.0,236.28,235.24,39.92
2021-03-27 06:00:00,255.0,242.98,241.99,39.92
2021-03-27 07:00:00,258.0,246.69,245.71,41.0
2021-03-27 08:00:00,254.0,251.04,250.07,42.980000000000004
2021-03-27 09:00:00,247.0,251.91,251.25,53.06
2021-03-27 10:00:00,242.0,252.96,252.63,60.08
2021-03-27 11:00:00,236.0,253.41,253.3,62.959999999999994
2021-03-27 12:00:00,232.0,253.09,253.14,66.92
2021-03-27 13:00:00,231.0,252.58,252.74,69.98
2021-03-27 14:00:00,231.0,255.11,255.61,73.04
2021-03-27 15:00:00,236.0,260.39,260.29,73.94
2021-03-27 16:00:00,244.0,266.9,267.52,75.02
2021-03-27 17:00:00,256.0,275.61,275.43,75.92
2021-03-27 18:00:00,269.0,275.01,274.17,75.02
2021-03-27 19:00:00,276.0,277.92,276.9,68.0
2021-03-27 20:00:00,275.0,277.16,281.05,64.94
2021-03-27 21:00:00,265.0,270.66,266.76,62.059999999999995
2021-03-27 22:00:00,253.0,256.86,256.61,60.08
2021-03-27 23:00:00,241.0,245.17,245.46,55.04
2021-03-28 00:00:00,231.0,233.79,231.71,51.98
2021-03-28 01:00:00,223.0,224.37,222.19,46.04
2021-03-28 02:00:00,218.0,218.61,216.39,48.92
2021-03-28 03:00:00,216.0,215.9,213.54,48.92
2021-03-28 04:00:00,216.0,216.5,214.11,46.04
2021-03-28 05:00:00,220.0,219.37,216.98,46.04
2021-03-28 06:00:00,225.0,222.26,219.91,44.06
2021-03-28 07:00:00,226.0,222.67,220.44,44.96
2021-03-28 08:00:00,222.0,225.66,223.96,46.94
2021-03-28 09:00:00,217.0,226.2,225.12,55.94
2021-03-28 10:00:00,215.0,228.22,227.78,62.959999999999994
2021-03-28 11:00:00,215.0,230.57,230.72,68.0
2021-03-28 12:00:00,216.0,233.22,233.99,71.96
2021-03-28 13:00:00,218.0,235.49,236.83,75.02
2021-03-28 14:00:00,224.0,241.31,243.12,75.92
2021-03-28 15:00:00,234.0,250.05,252.11,78.08
2021-03-28 16:00:00,247.0,260.15,261.56,78.98
2021-03-28 17:00:00,262.0,274.52,275.81,78.98
2021-03-28 18:00:00,275.0,278.03,277.7,78.98
2021-03-28 19:00:00,285.0,283.8,287.01,73.04
2021-03-28 20:00:00,286.0,294.07,296.71,66.92
2021-03-28 21:00:00,275.0,282.35,280.7,64.04
2021-03-28 22:00:00,261.0,265.59,261.9,60.980000000000004
2021-03-28 23:00:00,246.0,249.67,248.4,60.980000000000004
2021-03-29 00:00:00,236.0,239.11,237.34,55.94
2021-03-29 01:00:00,231.0,231.92,230.25,57.92
2021-03-29 02:00:00,228.0,227.33,225.86,51.08
2021-03-29 03:00:00,229.0,227.62,226.21,46.94
2021-03-29 04:00:00,237.0,234.1,232.75,48.92
2021-03-29 05:00:00,253.0,249.54,248.26,48.02
2021-03-29 06:00:00,274.0,273.7,272.39,48.02
2021-03-29 07:00:00,289.0,290.63,289.17,44.96
2021-03-29 08:00:00,292.0,294.25,292.82,48.02
2021-03-29 09:00:00,289.0,292.91,291.69,57.02
2021-03-29 10:00:00,287.0,294.83,293.74,62.959999999999994
2021-03-29 11:00:00,286.0,297.72,296.65,69.98
2021-03-29 12:00:00,285.0,301.08,299.96,73.94
2021-03-29 13:00:00,288.0,304.84,303.57,73.94
2021-03-29 14:00:00,289.0,307.33,306.02,75.92
2021-03-29 15:00:00,291.0,306.92,305.74,75.92
2021-03-29 16:00:00,294.0,310.22,310.07,75.92
2021-03-29 17:00:00,301.0,314.93,315.17,75.02
2021-03-29 18:00:00,310.0,318.86,318.87,73.04
2021-03-29 19:00:00,317.0,326.03,323.56,69.08
2021-03-29 20:00:00,314.0,322.98,321.92,62.959999999999994
2021-03-29 21:00:00,294.0,309.78,309.97,60.08
2021-03-29 22:00:00,278.0,291.45,290.65,57.02
2021-03-29 23:00:00,266.0,274.64,274.05,59.0
2021-03-30 00:00:00,257.0,256.48,256.17,55.04
2021-03-30 01:00:00,251.0,247.68,247.55,53.06
2021-03-30 02:00:00,248.0,242.79,242.84,50.0
2021-03-30 03:00:00,249.0,241.92,241.74,51.98
2021-03-30 04:00:00,257.0,247.74,247.56,51.08
2021-03-30 05:00:00,272.0,262.31,262.16,48.92
2021-03-30 06:00:00,292.0,284.4,284.18,50.0
2021-03-30 07:00:00,303.0,297.76,297.44,48.02
2021-03-30 08:00:00,301.0,298.32,297.93,51.08
2021-03-30 09:00:00,295.0,295.35,294.89,55.04
2021-03-30 10:00:00,291.0,294.72,294.0,57.92
2021-03-30 11:00:00,286.0,296.82,295.72,60.980000000000004
2021-03-30 12:00:00,285.0,301.45,299.44,64.04
2021-03-30 13:00:00,285.0,306.36,304.27,68.0
2021-03-30 14:00:00,289.0,312.58,308.82,69.98
2021-03-30 15:00:00,290.0,316.36,312.21,71.96
2021-03-30 16:00:00,295.0,319.68,314.53,73.94
2021-03-30 17:00:00,305.0,324.93,320.06,73.94
2021-03-30 18:00:00,317.0,327.15,322.65,73.04
2021-03-30 19:00:00,324.0,327.09,323.85,69.98
2021-03-30 20:00:00,322.0,330.08,325.25,62.959999999999994
2021-03-30 21:00:00,310.0,314.24,309.75,57.92
2021-03-30 22:00:00,291.0,289.82,288.24,51.98
2021-03-30 23:00:00,276.0,272.94,271.64,53.06
2021-03-31 00:00:00,264.0,258.3,258.47,46.04
2021-03-31 01:00:00,255.0,248.93,248.99,48.02
2021-03-31 02:00:00,250.0,243.06,243.11,46.94
2021-03-31 03:00:00,251.0,242.0,242.06,48.02
2021-03-31 04:00:00,258.0,247.62,247.69,46.04
2021-03-31 05:00:00,275.0,262.01,262.08,48.02
2021-03-31 06:00:00,293.0,283.27,283.37,44.96
2021-03-31 07:00:00,304.0,296.27,296.34,44.06
2021-03-31 08:00:00,304.0,297.37,297.39,48.02
2021-03-31 09:00:00,298.0,294.7,294.7,55.94
2021-03-31 10:00:00,295.0,296.25,296.22,62.959999999999994
2021-03-31 11:00:00,297.0,299.24,299.19,69.08
2021-03-31 12:00:00,301.0,303.68,303.1,71.96
2021-03-31 13:00:00,305.0,311.62,310.88,75.92
2021-03-31 14:00:00,309.0,319.82,318.93,78.98
2021-03-31 15:00:00,316.0,325.87,324.94,80.06
2021-03-31 16:00:00,322.0,329.77,329.25,80.96
2021-03-31 17:00:00,333.0,337.79,337.22,80.96
2021-03-31 18:00:00,341.0,336.2,334.87,82.94
2021-03-31 19:00:00,342.0,347.15,343.01,78.98
2021-03-31 20:00:00,337.0,347.82,347.29,71.96
2021-03-31 21:00:00,321.0,331.15,327.7,69.08
2021-03-31 22:00:00,299.0,305.52,302.79,64.04
2021-03-31 23:00:00,283.0,282.62,282.36,55.94
2021-04-01 00:00:00,271.0,259.94,260.43,53.06
2021-04-02 01:00:00,258.0,243.16,241.91,59.0
2021-04-02 02:00:00,251.0,234.64,233.71,57.02
2021-04-02 03:00:00,250.0,230.45,229.73,50.0
2021-04-02 04:00:00,252.0,232.01,231.51,48.02
2021-04-02 05:00:00,263.0,241.88,241.48,48.92
2021-04-02 06:00:00,275.0,258.11,257.74,50.0
2021-04-02 07:00:00,281.0,265.75,265.2,46.04
2021-04-02 08:00:00,282.0,273.08,272.29,50.0
2021-04-02 09:00:00,280.0,275.99,275.03,59.0
2021-04-02 10:00:00,280.0,280.0,278.85,64.94
2021-04-02 11:00:00,282.0,287.42,285.99,73.04
2021-04-02 12:00:00,286.0,296.48,294.67,77.0
2021-04-02 13:00:00,296.0,308.67,306.59,80.06
2021-04-02 14:00:00,306.0,318.15,316.0,82.04
2021-04-02 15:00:00,312.0,321.39,319.9,84.02
2021-04-02 16:00:00,322.0,329.5,328.62,84.91999999999999
2021-04-02 17:00:00,331.0,332.52,332.34,84.91999999999999
2021-04-02 18:00:00,334.0,321.6,319.21,84.91999999999999
2021-04-02 19:00:00,331.0,333.84,328.06,80.96
2021-04-02 20:00:00,323.0,330.13,331.72,75.02
2021-04-02 21:00:00,306.0,311.59,310.11,60.980000000000004
2021-04-02 22:00:00,284.0,286.44,285.42,60.08
2021-04-02 23:00:00,266.0,268.22,267.28,60.08
2021-04-03 00:00:00,253.0,254.43,253.88,59.0
2021-04-03 01:00:00,241.0,241.82,241.1,57.92
2021-04-03 02:00:00,234.0,233.78,232.89,55.04
2021-04-03 03:00:00,231.0,229.69,228.74,53.06
2021-04-03 04:00:00,231.0,229.4,228.36,51.98
2021-04-03 05:00:00,235.0,234.32,233.45,50.0
2021-04-03 06:00:00,239.0,241.05,240.46,48.92
2021-04-03 07:00:00,242.0,244.24,243.74,46.94
2021-04-03 08:00:00,242.0,251.86,251.59,50.0
2021-04-03 09:00:00,238.0,256.02,256.1,53.96
2021-04-03 10:00:00,235.0,259.12,259.63,57.92
2021-04-03 11:00:00,231.0,262.54,263.52,62.059999999999995
2021-04-03 12:00:00,229.0,265.49,266.95,66.92
2021-04-03 13:00:00,229.0,268.61,270.47,69.08
2021-04-03 14:00:00,234.0,271.7,275.28,71.96
2021-04-03 15:00:00,242.0,278.5,282.47,73.94
2021-04-03 16:00:00,253.0,285.75,290.65,75.02
2021-04-03 17:00:00,261.0,290.24,296.58,73.94
2021-04-03 18:00:00,265.0,288.79,290.22,71.06
2021-04-03 19:00:00,272.0,288.37,293.17,69.98
2021-04-03 20:00:00,271.0,296.25,300.59,64.04
2021-04-03 21:00:00,261.0,282.02,281.69,60.980000000000004
2021-04-03 22:00:00,247.0,260.69,262.72,57.92
2021-04-03 23:00:00,234.0,247.62,248.16,55.04
2021-04-04 00:00:00,223.0,228.99,229.91,51.98
2021-04-04 01:00:00,217.0,219.34,219.57,51.08
2021-04-04 02:00:00,212.0,212.8,213.11,48.92
2021-04-04 03:00:00,211.0,209.11,209.44,48.92
2021-04-04 04:00:00,211.0,208.71,208.99,48.02
2021-04-04 05:00:00,214.0,211.32,211.57,46.94
2021-04-04 06:00:00,216.0,215.56,215.84,48.02
2021-04-04 07:00:00,214.0,215.34,215.69,46.04
2021-04-04 08:00:00,210.0,220.69,221.22,48.92
2021-04-04 09:00:00,205.0,221.04,221.79,53.96
2021-04-04 10:00:00,202.0,221.67,222.86,57.02
2021-04-04 11:00:00,197.0,223.76,225.45,60.08
2021-04-04 12:00:00,194.0,229.39,231.71,62.959999999999994
2021-04-04 13:00:00,196.0,233.73,236.58,64.94
2021-04-04 14:00:00,202.0,233.51,236.82,68.0
2021-04-04 15:00:00,210.0,235.65,240.02,69.08
2021-04-04 16:00:00,219.0,241.69,245.49,69.98
2021-04-04 17:00:00,225.0,249.64,254.14,69.98
2021-04-04 18:00:00,234.0,250.86,253.15,69.98
2021-04-04 19:00:00,246.0,258.46,259.77,66.92
2021-04-04 20:00:00,254.0,271.12,275.7,60.980000000000004
2021-04-04 21:00:00,249.0,262.53,262.57,60.08
2021-04-04 22:00:00,240.0,247.14,247.73,57.92
2021-04-04 23:00:00,231.0,239.74,240.6,53.06
2021-04-05 00:00:00,224.0,235.13,235.02,53.06
2021-04-05 01:00:00,219.0,228.0,227.72,51.08
2021-04-05 02:00:00,217.0,223.54,223.14,48.92
2021-04-05 03:00:00,219.0,223.59,223.03,48.92
2021-04-05 04:00:00,227.0,229.28,228.63,48.92
2021-04-05 05:00:00,243.0,244.66,244.02,46.94
2021-04-05 06:00:00,263.0,268.65,268.09,46.94
2021-04-05 07:00:00,278.0,283.64,283.25,46.04
2021-04-05 08:00:00,283.0,288.66,288.72,50.0
2021-04-05 09:00:00,281.0,288.88,289.44,51.08
2021-04-05 10:00:00,279.0,290.11,291.19,55.94
2021-04-05 11:00:00,274.0,293.16,294.74,60.08
2021-04-05 12:00:00,272.0,296.76,298.75,62.959999999999994
2021-04-05 13:00:00,273.0,301.52,303.87,64.94
2021-04-05 14:00:00,276.0,304.69,307.24,66.92
2021-04-05 15:00:00,277.0,305.96,308.66,69.08
2021-04-05 16:00:00,281.0,309.1,313.41,69.98
2021-04-05 17:00:00,289.0,312.19,316.41,71.06
2021-04-05 18:00:00,299.0,313.18,315.77,69.08
2021-04-05 19:00:00,307.0,316.45,318.52,66.02
2021-04-05 20:00:00,307.0,318.78,322.02,59.0
2021-04-05 21:00:00,295.0,306.76,306.72,57.92
2021-04-05 22:00:00,281.0,288.87,288.89,57.02
2021-04-05 23:00:00,267.0,271.66,271.77,51.98
2021-04-06 00:00:00,257.0,256.22,256.73,50.0
2021-04-06 01:00:00,250.0,246.68,247.06,48.92
2021-04-06 02:00:00,246.0,241.42,241.64,46.94
2021-04-06 03:00:00,247.0,240.79,240.91,46.94
2021-04-06 04:00:00,253.0,245.63,245.62,44.06
2021-04-06 05:00:00,267.0,260.19,259.97,44.96
2021-04-06 06:00:00,284.0,282.11,281.73,42.08
2021-04-06 07:00:00,293.0,293.82,293.54,42.980000000000004
2021-04-06 08:00:00,293.0,296.33,296.24,46.94
2021-04-06 09:00:00,288.0,295.11,295.15,53.06
2021-04-06 10:00:00,284.0,294.51,294.32,57.02
2021-04-06 11:00:00,282.0,296.56,296.28,60.980000000000004
2021-04-06 12:00:00,283.0,299.93,299.48,64.94
2021-04-06 13:00:00,287.0,304.47,303.82,69.08
2021-04-06 14:00:00,293.0,308.34,307.5,71.06
2021-04-06 15:00:00,297.0,312.11,313.01,73.94
2021-04-06 16:00:00,304.0,317.91,318.87,75.02
2021-04-06 17:00:00,313.0,322.83,324.88,75.92
2021-04-06 18:00:00,320.0,322.47,323.28,75.02
2021-04-06 19:00:00,325.0,319.76,321.58,71.96
2021-04-06 20:00:00,322.0,333.54,330.13,68.0
2021-04-06 21:00:00,308.0,318.61,313.98,66.02
2021-04-06 22:00:00,291.0,291.59,290.74,60.980000000000004
2021-04-06 23:00:00,274.0,274.98,273.97,57.02
2021-04-07 00:00:00,263.0,262.3,262.45,57.02
2021-04-07 01:00:00,254.0,252.3,252.17,57.02
2021-04-07 02:00:00,248.0,245.84,245.71,57.92
2021-04-07 03:00:00,248.0,244.27,244.13,57.02
2021-04-07 04:00:00,254.0,248.54,248.41,55.04
2021-04-07 05:00:00,266.0,262.23,262.19,51.98
2021-04-07 06:00:00,280.0,282.7,282.8,50.0
2021-04-07 07:00:00,289.0,294.04,294.11,48.92
2021-04-07 08:00:00,289.0,296.75,296.86,51.98
2021-04-07 09:00:00,285.0,295.1,295.36,55.94
2021-04-07 10:00:00,283.0,294.41,295.05,60.980000000000004
2021-04-07 11:00:00,282.0,296.59,297.67,64.94
2021-04-07 12:00:00,285.0,299.35,300.91,69.98
2021-04-07 13:00:00,291.0,304.03,306.08,71.96
2021-04-07 14:00:00,298.0,307.66,311.61,73.94
2021-04-07 15:00:00,295.0,312.12,315.75,77.0
2021-04-07 16:00:00,302.0,318.53,322.88,78.08
2021-04-07 17:00:00,305.0,325.29,328.48,77.0
2021-04-07 18:00:00,312.0,324.41,327.18,75.92
2021-04-07 19:00:00,317.0,325.67,326.4,71.06
2021-04-07 20:00:00,317.0,325.07,329.54,66.02
2021-04-07 21:00:00,306.0,310.21,310.58,62.959999999999994
2021-04-07 22:00:00,290.0,292.17,292.89,59.0
2021-04-07 23:00:00,275.0,275.13,275.98,53.96
2021-04-08 00:00:00,263.0,260.85,261.15,51.98
2021-04-08 01:00:00,255.0,250.03,250.18,48.92
2021-04-08 02:00:00,251.0,243.5,243.61,48.92
2021-04-08 03:00:00,252.0,241.96,242.03,48.02
2021-04-08 04:00:00,259.0,245.93,245.99,44.96
2021-04-08 05:00:00,273.0,260.29,260.38,44.96
2021-04-08 06:00:00,288.0,281.53,281.69,42.08
2021-04-08 07:00:00,296.0,292.79,293.0,42.980000000000004
2021-04-08 08:00:00,296.0,295.21,295.49,48.92
2021-04-08 09:00:00,289.0,293.92,294.3,53.96
2021-04-08 10:00:00,283.0,293.62,294.13,57.92
2021-04-08 11:00:00,279.0,295.8,296.46,62.059999999999995
2021-04-08 12:00:00,279.0,298.95,299.75,64.94
2021-04-08 13:00:00,282.0,303.83,304.69,69.08
2021-04-08 14:00:00,284.0,307.69,308.56,71.06
2021-04-08 15:00:00,290.0,310.54,311.39,75.02
2021-04-08 16:00:00,295.0,316.13,316.05,75.92
2021-04-08 17:00:00,302.0,322.89,321.95,77.0
2021-04-08 18:00:00,310.0,319.85,320.99,75.92
2021-04-08 19:00:00,316.0,320.35,319.51,71.96
2021-04-08 20:00:00,316.0,325.46,325.67,62.059999999999995
2021-04-08 21:00:00,305.0,307.17,310.53,64.04
2021-04-08 22:00:00,292.0,290.62,290.85,57.02
2021-04-08 23:00:00,276.0,274.45,274.51,57.02
2021-04-09 00:00:00,263.0,260.16,262.82,51.08
2021-04-09 01:00:00,254.0,250.11,252.72,51.08
2021-04-09 02:00:00,250.0,243.77,246.42,50.0
2021-04-09 03:00:00,248.0,242.05,244.81,48.92
2021-04-09 04:00:00,253.0,246.13,248.89,46.04
2021-04-09 05:00:00,265.0,258.59,261.48,46.94
2021-04-09 06:00:00,278.0,277.87,280.94,46.04
2021-04-09 07:00:00,285.0,289.25,292.22,44.96
2021-04-09 08:00:00,286.0,292.58,295.24,50.0
2021-04-09 09:00:00,281.0,291.07,293.29,55.94
2021-04-09 10:00:00,275.0,290.25,292.18,62.959999999999994
2021-04-09 11:00:00,275.0,291.78,293.63,64.94
2021-04-09 12:00:00,275.0,293.09,294.93,69.08
2021-04-09 13:00:00,277.0,297.11,298.27,71.96
2021-04-09 14:00:00,282.0,301.14,300.81,73.94
2021-04-09 15:00:00,287.0,304.74,303.9,75.92
2021-04-09 16:00:00,295.0,310.45,309.35,78.08
2021-04-09 17:00:00,304.0,312.56,313.93,78.08
2021-04-09 18:00:00,306.0,309.79,310.9,75.92
2021-04-09 19:00:00,307.0,308.58,310.71,73.04
2021-04-09 20:00:00,306.0,306.37,310.11,64.94
2021-04-09 21:00:00,292.0,296.8,299.22,64.04
2021-04-09 22:00:00,275.0,282.81,285.07,55.04
2021-04-09 23:00:00,260.0,267.02,268.72,51.98
2021-04-10 00:00:00,249.0,251.42,252.26,51.08
2021-04-10 01:00:00,240.0,239.53,240.46,50.0
2021-04-10 02:00:00,235.0,232.15,233.01,46.94
2021-04-10 03:00:00,233.0,228.74,229.62,44.06
2021-04-10 04:00:00,235.0,229.04,229.85,42.980000000000004
2021-04-10 05:00:00,240.0,233.43,234.17,42.980000000000004
2021-04-10 06:00:00,244.0,237.56,238.27,42.08
2021-04-10 07:00:00,246.0,240.35,241.06,44.06
2021-04-10 08:00:00,244.0,247.33,247.94,46.94
2021-04-10 09:00:00,240.0,250.6,251.08,53.06
2021-04-10 10:00:00,236.0,252.92,253.09,59.0
2021-04-10 11:00:00,232.0,255.52,255.49,62.059999999999995
2021-04-10 12:00:00,230.0,257.25,256.93,66.02
2021-04-10 13:00:00,230.0,259.44,258.8,71.06
2021-04-10 14:00:00,233.0,263.15,261.73,71.96
2021-04-10 15:00:00,240.0,270.49,269.07,75.92
2021-04-10 16:00:00,251.0,279.98,276.44,75.92
2021-04-10 17:00:00,264.0,285.42,284.28,77.0
2021-04-10 18:00:00,274.0,284.06,283.16,77.0
2021-04-10 19:00:00,281.0,281.35,282.55,73.04
2021-04-10 20:00:00,281.0,288.21,284.92,64.94
2021-04-10 21:00:00,272.0,274.27,274.57,64.04
2021-04-10 22:00:00,256.0,262.77,262.82,64.04
2021-04-10 23:00:00,242.0,250.1,249.96,60.08
2021-04-11 00:00:00,233.0,236.14,236.29,55.04
2021-04-11 01:00:00,224.0,225.28,225.43,53.06
2021-04-11 02:00:00,218.0,218.73,218.99,53.96
2021-04-11 03:00:00,216.0,214.9,215.27,51.98
2021-04-11 04:00:00,217.0,214.02,214.49,48.92
2021-04-11 05:00:00,219.0,215.72,216.26,48.92
2021-04-11 06:00:00,218.0,216.01,216.6,48.02
2021-04-11 07:00:00,214.0,215.6,216.09,44.06
2021-04-11 08:00:00,213.0,221.76,222.03,48.92
2021-04-11 09:00:00,211.0,225.16,225.21,57.92
2021-04-11 10:00:00,209.0,228.26,228.17,64.04
2021-04-11 11:00:00,211.0,232.61,232.44,68.0
2021-04-11 12:00:00,215.0,237.78,238.02,71.06
2021-04-11 13:00:00,219.0,244.31,244.57,75.02
2021-04-11 14:00:00,226.0,252.34,252.15,78.08
2021-04-11 15:00:00,235.0,262.43,262.9,78.98
2021-04-11 16:00:00,250.0,272.94,273.11,80.96
2021-04-11 17:00:00,264.0,284.66,285.76,80.06
2021-04-11 18:00:00,276.0,287.97,288.0,78.98
2021-04-11 19:00:00,285.0,291.9,286.89,75.92
2021-04-11 20:00:00,290.0,295.64,295.15,69.08
2021-04-11 21:00:00,280.0,280.31,280.31,66.92
2021-04-11 22:00:00,267.0,266.08,264.54,60.08
2021-04-11 23:00:00,251.0,250.65,250.97,55.94
2021-04-12 00:00:00,240.0,238.69,238.08,57.02
2021-04-12 01:00:00,235.0,230.26,229.75,53.96
2021-04-12 02:00:00,230.0,225.57,225.13,51.98
2021-04-12 03:00:00,231.0,225.11,224.82,51.98
2021-04-12 04:00:00,239.0,230.56,230.36,48.02
2021-04-12 05:00:00,256.0,245.5,245.28,48.92
2021-04-12 06:00:00,277.0,267.51,267.25,48.92
2021-04-12 07:00:00,291.0,283.3,282.9,44.96
2021-04-12 08:00:00,293.0,289.62,289.06,53.06
2021-04-12 09:00:00,293.0,290.9,290.24,60.980000000000004
2021-04-12 10:00:00,294.0,294.33,293.4,66.92
2021-04-12 11:00:00,295.0,299.45,298.14,69.98
2021-04-12 12:00:00,299.0,307.02,304.45,73.04
2021-04-12 13:00:00,307.0,315.66,312.67,75.92
2021-04-12 14:00:00,317.0,323.34,320.29,78.08
2021-04-12 15:00:00,324.0,329.73,325.49,80.96
2021-04-12 16:00:00,334.0,335.72,331.13,80.96
2021-04-12 17:00:00,340.0,339.43,335.89,80.06
